gt all test,,,,od all test,,,,,,SS all test,,,,,,w_merge,,,,,,AUC MERGE,,,,
P9290745_gt,76.56478882,76.56478882,,P9290745,20.3764,19.49682236,-57.06796646,57.06796646,,P9290745_grey,61.83338165,61.83338165,-14.73140717,14.73140717,,P9290745_cov,50.7552,49.44906235,-27.11572647,27.11572647,,P9290745_grey,57.4596,56.85997009,19.70481873,19.70481873
P9290746_gt,68.25799942,68.25799942,,P9290746,21.8248,20.96605301,-47.29194641,47.29194641,,P9290746_grey,56.45332336,56.45332336,-11.80467606,11.80467606,,P9290746_cov,47.1456,45.88975906,-22.36824036,22.36824036,,P9290746_grey,55.2472,54.69760895,13.56039047,13.56039047
P9290750_gt,70.04423141,70.04423141,,P9290750,21.806,20.76005936,-49.28417205,49.28417205,,P9290750_grey,66.41864777,66.41864777,-3.62558364,3.62558364,,P9290750_cov,62.6316,62.08982468,-7.954406733,7.954406733,,P9290750_grey,64.4916,64.30025101,5.743980403,5.743980403
P9290755_gt,65.27957916,65.27957916,,P9290755,29.8864,28.61824036,-36.6613388,36.6613388,,P9290755_grey,63.49372864,63.49372864,-1.78585052,1.78585052,,P9290755_cov,55.2812,54.15248871,-11.12709045,11.12709045,,P9290755_grey,61.8816,61.43894196,3.840637204,3.840637204
P9290756_gt,100,100,,P9290756,45.1388,43.43261719,-56.56738281,56.56738281,,P9290756_grey,98.22235107,98.22235107,-1.77764893,1.77764893,,P9290756_cov,94.5812,94.06490326,-5.935096741,5.935096741,,P9290756_grey,98.1868,98.03256989,1.967430115,1.967430115
PA210060_gt,77.76050568,77.76050568,,PA210060,44.2284,42.47150421,-35.28900147,35.28900147,,PA210060_grey,79.29887772,79.29887772,1.53837204,1.53837204,,PA210060_cov,77.3324,76.27725601,-1.483249668,1.483249668,,PA210060_grey,79.694,79.21209335,-1.451587673,1.451587673
PA210086_gt,45.23324966,45.23324966,,PA210086,46.9676,45.74327469,0.510025029,0.510025029,,PA210086_grey,67.56639481,67.56639481,22.33314515,22.33314515,,PA210086_cov,63.2032,62.01763153,16.78438187,16.78438187,,PA210086_grey,65.1836,64.54668045,-19.31343079,19.31343079
PA210087_gt,64.25600052,64.25600052,,PA210087,44.8716,43.70260239,-20.55339813,20.55339813,,PA210087_grey,67.15259552,67.15259552,2.896595,2.896595,,PA210087_cov,63.7088,62.69006729,-1.565933229,1.565933229,,PA210087_grey,63.6964,63.13962936,1.116371156,1.116371156
PA210131_gt,54.04510498,54.04510498,,PA210131,39.0916,37.50047684,-16.54462814,16.54462814,,PA210131_grey,54.36563492,54.36563492,0.32052994,0.32052994,,PA210131_cov,52.46,51.0969162,-2.948188781,2.948188781,,PA210131_grey,54.7592,54.01964188,0.025463104,0.025463104
PA210144_gt,24.7759819,24.7759819,,PA210144,32.3332,31.30426407,6.528282169,6.528282169,,PA210144_grey,27.53133774,27.53133774,2.75535584,2.75535584,,PA210144_cov,25.8316,24.60441589,-0.171566006,0.171566006,,PA210144_grey,21.248,20.6902504,4.085731503,4.085731503
PA210186_gt,78.76558304,78.76558304,,PA210186,55.3912,53.82890701,-24.93667603,24.93667603,,PA210186_grey,80.98049164,80.98049164,2.2149086,2.2149086,,PA210186_cov,78.6076,77.57081985,-1.194763185,1.194763185,,PA210186_grey,81.0888,80.61876297,-1.85317993,1.85317993
PA210191_gt,79.03423309,79.03423309,,PA210191,52.2824,51.11265182,-27.92158127,27.92158127,,PA210191_grey,72.77555466,72.77555466,-6.25867843,6.25867843,,PA210191_cov,71.8844,70.72496414,-8.309268948,8.309268948,,PA210191_grey,73.162,72.55592346,6.478309628,6.478309628
PA210193_gt,68.33715439,68.33715439,,PA210193,47.2152,46.10261917,-22.23453522,22.23453522,,PA210193_grey,69.33507919,69.33507919,0.9979248,0.9979248,,PA210193_cov,67.4952,66.45421982,-1.882934572,1.882934572,,PA210193_grey,69.618,69.06204224,-0.724887846,0.724887846
PA210194_gt,49.71141815,49.71141815,,PA210194,41.878,40.80257416,-8.908843992,8.908843992,,PA210194_grey,56.30884171,56.30884171,6.59742356,6.59742356,,PA210194_cov,52.8508,51.68371201,1.972293856,1.972293856,,PA210194_grey,56.5036,55.83600998,-6.124591829,6.124591829
PA210272_gt,77.80046463,77.80046463,,PA210272,52.8196,51.78518295,-26.01528168,26.01528168,,PA210272_grey,64.15319443,64.15319443,-13.6472702,13.6472702,,PA210272_cov,58.7216,57.43217468,-20.36828995,20.36828995,,PA210272_grey,62.1368,61.46593094,16.33453369,16.33453369
background_h_49_gt,0,0,,background_h_49,4.2528,4.204940796,4.204940796,4.204940796,,background_h_49_grey,0.742721558,0.742721558,0.742721558,0.742721558,,background_h_49_cov,0.6388,0.618743896,0.618743896,0.618743896,,background_h_49_grey,0,0,0,0
background_h_55_gt,0,0,,background_h_55,0.1824,0.185966492,0.185966492,0.185966492,,background_h_55_grey,11.34538651,11.34538651,11.34538651,11.34538651,,background_h_55_cov,8.1832,7.823371887,7.823371887,7.823371887,,background_h_55_grey,0,0,0,0
bckgrnd_30546_gt,0,0,,bckgrnd_30546,1.2296,1.189231873,1.189231873,1.189231873,,bckgrnd_30546_grey,5.614376068,5.614376068,5.614376068,5.614376068,,bckgrnd_30546_cov,4.0352,3.757953644,3.757953644,3.757953644,,bckgrnd_30546_grey,0,0,0,0
bio_P9172058_gt,61.03134155,61.03134155,,bio_P9172058,54.6324,54.27207947,-6.759262082,6.759262082,,bio_P9172058_grey,56.68878555,56.68878555,-4.342556,4.342556,,bio_P9172058_cov,55.9752,55.02185822,-6.009483335,6.009483335,,bio_P9172058_grey,57.2728,56.67695999,4.354381559,4.354381559
hali_web_3_gt,54.53367233,54.53367233,,hali_web_3,80.0084,79.66156006,25.12788773,25.12788773,,hali_web_3_grey,65.10858536,65.10858536,10.57491303,10.57491303,,hali_web_3_cov,64.2352,63.14401627,8.610343936,8.610343936,,hali_web_3_grey,65.3344,64.64338303,-10.1097107,10.1097107
halimeda_103_cov,3.481292725,3.481292725,,halimeda_103,14.4532,14.18533325,10.70404053,10.70404053,,halimeda_103_grey,20.22733688,20.22733688,16.74604416,16.74604416,,halimeda_103_cov,13.7292,12.63132095,9.150028228,9.150028228,,halimeda_103_grey,2.7888,2.66828537,0.813007355,0.813007355
halimeda_104_cov,4.923534393,4.923534393,,halimeda_104,15.3876,15.13824463,10.21471024,10.21471024,,halimeda_104_grey,27.42261887,27.42261887,22.49908448,22.49908448,,halimeda_104_cov,22.0148,21.02870941,16.10517502,16.10517502,,halimeda_104_grey,12.4704,12.19434738,-7.270812989,7.270812989
halimeda_107_cov,5.638027191,5.638027191,,halimeda_107,29.124,28.8526535,23.21462631,23.21462631,,halimeda_107_grey,7.02419281,7.02419281,1.386165619,1.386165619,,halimeda_107_cov,8.8808,8.53395462,2.895927429,2.895927429,,halimeda_107_grey,8.1876,7.963275909,-2.325248718,2.325248718
halimeda_113_cov,5.464553833,5.464553833,,halimeda_113,21.8084,21.43592834,15.97137451,15.97137451,,halimeda_113_grey,26.88808441,26.88808441,21.42353058,21.42353058,,halimeda_113_cov,24.5984,23.7455368,18.28098297,18.28098297,,halimeda_113_grey,24.6776,24.21913147,-18.75457764,18.75457764
halimeda_115_cov,7.689857483,7.689857483,,halimeda_115,32.796,32.15198517,24.46212769,24.46212769,,halimeda_115_grey,42.15631485,42.15631485,34.46645737,34.46645737,,halimeda_115_cov,35.256,33.34083557,25.65097809,25.65097809,,halimeda_115_grey,39.7352,38.79861832,-31.10876083,31.10876083
halimeda_125_cov,49.47147369,49.47147369,,halimeda_125,71.2024,70.98197937,21.51050568,21.51050568,,halimeda_125_grey,37.90407181,37.90407181,-11.56740188,11.56740188,,halimeda_125_cov,71.1372,70.86277008,21.39129639,21.39129639,,halimeda_125_grey,71.0136,70.77722549,-21.3057518,21.3057518
halimeda_139_cov,1.800823212,1.800823212,,halimeda_139,7.424,7.083892822,5.28306961,5.28306961,,halimeda_139_grey,71.74158096,71.74158096,69.94075775,69.94075775,,halimeda_139_cov,67.3284,66.32604599,64.52522278,64.52522278,,halimeda_139_grey,71.1064,70.52202225,-68.72119904,68.72119904
halimeda_140_cov,0.594806671,0.594806671,,halimeda_140,2.536,2.37569809,1.780891419,1.780891419,,halimeda_140_grey,55.90314865,55.90314865,55.30834198,55.30834198,,halimeda_140_cov,51.472,50.75159073,50.15678406,50.15678406,,halimeda_140_grey,0.7252,0.699234009,-0.104427338,0.104427338
halimeda_154_cov,0.808811188,0.808811188,,halimeda_154,15.7312,15.64664841,14.83783722,14.83783722,,halimeda_154_grey,4.594039917,4.594039917,3.785228729,3.785228729,,halimeda_154_cov,3.4404,3.178024292,2.369213104,2.369213104,,halimeda_154_grey,2.4904,2.424049377,-1.615238189,1.615238189
halimeda_174_cov,4.295349121,4.295349121,,halimeda_174,32.6356,32.33880997,28.04346085,28.04346085,,halimeda_174_grey,7.302761078,7.302761078,3.007411957,3.007411957,,halimeda_174_cov,6.92,6.532287598,2.236938477,2.236938477,,halimeda_174_grey,6.0344,5.820274353,-1.524925232,1.524925232
halimeda_177_cov,4.150772095,4.150772095,,halimeda_177,9.1496,8.708953857,4.558181762,4.558181762,,halimeda_177_grey,7.574558258,7.574558258,3.423786163,3.423786163,,halimeda_177_cov,7.8208,7.325172424,3.174400329,3.174400329,,halimeda_177_grey,6.574,6.315040588,-2.164268493,2.164268493
halimeda_192_cov,1.481819153,1.481819153,,halimeda_192,10.8664,10.61315536,9.131336212,9.131336212,,halimeda_192_grey,7.717227936,7.717227936,6.235408783,6.235408783,,halimeda_192_cov,6.5488,6.166553497,4.684734344,4.684734344,,halimeda_192_grey,2.2476,2.148914337,-0.667095184,0.667095184
halimeda_200_cov,0.850486755,0.850486755,,halimeda_20,23.3576,23.20404053,22.35355377,22.35355377,,halimeda_200_grey,1.187992096,1.187992096,0.337505341,0.337505341,,halimeda_200_cov,1.328,1.234912872,0.384426117,0.384426117,,halimeda_200_grey,0.7344,0.69103241,0.159454345,0.159454345
halimeda_201_cov,1.196193695,1.196193695,,halimeda_200,1.606,1.513290405,0.31709671,0.31709671,,halimeda_201_grey,1.580142975,1.580142975,0.38394928,0.38394928,,halimeda_201_cov,1.4792,1.380729675,0.18453598,0.18453598,,halimeda_201_grey,1.4756,1.412963867,-0.216770172,0.216770172
halimeda_206_cov,2.48041153,2.48041153,,halimeda_201,2.0704,1.968383789,-0.512027741,0.512027741,,halimeda_206_grey,2.389240265,2.389240265,-0.091171265,0.091171265,,halimeda_206_cov,2.766,2.657985687,0.177574157,0.177574157,,halimeda_206_grey,2.5244,2.45885849,0.02155304,0.02155304
halimeda_20_cov,5.203914642,5.203914642,,halimeda_206,7.01,6.920719147,1.716804505,1.716804505,,halimeda_20_grey,8.068943024,8.068943024,2.865028382,2.865028382,,halimeda_20_cov,7.3392,7.014846802,1.81093216,1.81093216,,halimeda_20_grey,7.1788,6.98184967,-1.777935028,1.777935028
halimeda_217_cov,3.965187073,3.965187073,,halimeda_217,37.548,37.1723175,33.20713043,33.20713043,,halimeda_217_grey,4.869174957,4.869174957,0.903987884,0.903987884,,halimeda_217_cov,5.3044,4.996681213,1.03149414,1.03149414,,halimeda_217_grey,4.7628,4.568862915,-0.603675842,0.603675842
halimeda_219_cov,2.404880524,2.404880524,,halimeda_219,29.4404,29.18376923,26.7788887,26.7788887,,halimeda_219_grey,1.860713959,1.860713959,-0.544166565,0.544166565,,halimeda_219_cov,3.9516,3.830623627,1.425743103,1.425743103,,halimeda_219_grey,3.8784,3.775024414,-1.37014389,1.37014389
halimeda_230_cov,1.651573181,1.651573181,,halimeda_230,18.7048,18.52493286,16.87335968,16.87335968,,halimeda_230_grey,5.884552002,5.884552002,4.232978821,4.232978821,,halimeda_230_cov,4.718,4.480838776,2.829265595,2.829265595,,halimeda_230_grey,2.0632,2.005004883,-0.353431702,0.353431702
halimeda_236_cov,0,0,,halimeda_236,0.1792,0.173950195,0.173950195,0.173950195,,halimeda_236_grey,2.334308624,2.334308624,2.334308624,2.334308624,,halimeda_236_cov,1.5952,1.486110687,1.486110687,1.486110687,,halimeda_236_grey,0.1792,0.173950195,-0.173950195,0.173950195
halimeda_237_cov,0,0,,halimeda_237,2.436,2.380084991,2.380084991,2.380084991,,halimeda_237_grey,18.81875992,18.81875992,18.81875992,18.81875992,,halimeda_237_cov,12.5036,11.91663742,11.91663742,11.91663742,,halimeda_237_grey,0,0,0,0
halimeda_238_cov,0,0,,halimeda_238,9.492,9.367084503,9.367084503,9.367084503,,halimeda_238_grey,11.48862839,11.48862839,11.48862839,11.48862839,,halimeda_238_cov,8.9492,8.587932587,8.587932587,8.587932587,,halimeda_238_grey,3.2264,3.175735474,-3.175735474,3.175735474
halimeda_24_cov,4.665565491,4.665565491,,halimeda_24,18.5952,18.40734482,13.74177933,13.74177933,,halimeda_24_grey,4.959487915,4.959487915,0.293922424,0.293922424,,halimeda_24_cov,5.3664,5.155563354,0.489997863,0.489997863,,halimeda_24_grey,4.5612,4.445648193,0.219917298,0.219917298
halimeda_252_cov,4.658031464,4.658031464,,halimeda_25,8.392,8.225822449,3.567790985,3.567790985,,halimeda_252_grey,19.75564957,19.75564957,15.09761811,15.09761811,,halimeda_252_cov,16.8884,16.21961594,11.56158447,11.56158447,,halimeda_252_grey,3.634,3.529834747,1.128196717,1.128196717
halimeda_254_cov,6.451797485,6.451797485,,halimeda_252,7.6492,7.475757599,1.023960114,1.023960114,,halimeda_254_grey,19.10438538,19.10438538,12.6525879,12.6525879,,halimeda_254_cov,19.7932,18.5336113,12.08181381,12.08181381,,halimeda_254_grey,12.3852,11.89775467,-5.445957184,5.445957184
halimeda_25_cov,1.037311554,1.037311554,,halimeda_254,50.9092,50.34761429,49.31030273,49.31030273,,halimeda_25_grey,1.772022247,1.772022247,0.734710693,0.734710693,,halimeda_25_cov,2.0552,2.000904083,0.963592529,0.963592529,,halimeda_25_grey,2.2548,2.211856842,-1.174545288,1.174545288
halimeda_264_cov,17.92755127,17.92755127,,halimeda_264,62.5012,62.01543808,44.08788681,44.08788681,,halimeda_264_grey,22.93243408,22.93243408,5.00488281,5.00488281,,halimeda_264_cov,27.9164,26.77373886,8.846187591,8.846187591,,halimeda_264_grey,26.854,26.13153458,-8.203983306,8.203983306
halimeda_273_cov,4.767131805,4.767131805,,halimeda_273,18.03,17.7980423,13.03091049,13.03091049,,halimeda_273_grey,16.61920547,16.61920547,11.85207367,11.85207367,,halimeda_273_cov,14.5324,13.76171112,8.994579316,8.994579316,,halimeda_273_grey,8.224,7.96289444,-3.195762635,3.195762635
halimeda_277_cov,0,0,,halimeda_277,0,0,0,0,,halimeda_277_grey,2.930831909,2.930831909,2.930831909,2.930831909,,halimeda_277_cov,1.5556,1.398468018,1.398468018,1.398468018,,halimeda_277_grey,0,0,0,0
halimeda_282_cov,0,0,,halimeda_282,91,91.015625,91.015625,91.015625,,halimeda_282_grey,42.09318161,42.09318161,42.09318161,42.09318161,,halimeda_282_cov,36.1008,35.03456116,35.03456116,35.03456116,,halimeda_282_grey,0,0,0,0
halimeda_291_cov,0,0,,halimeda_291,0,0,0,0,,halimeda_291_grey,43.79720688,43.79720688,43.79720688,43.79720688,,halimeda_291_cov,41.2716,40.94381332,40.94381332,40.94381332,,halimeda_291_grey,0,0,0,0
halimeda_31_SS_gt,39.87522125,39.87522125,,halimeda_3,8.6904,8.542919159,-31.33230209,31.33230209,,halimeda_31_SS_grey,66.50257111,66.50257111,26.62734986,26.62734986,,halimeda_31_SS_cov,61.3396,59.43918228,19.56396103,19.56396103,,halimeda_31_SS_grey,0.136,0.126457214,39.74876404,39.74876404
halimeda_31_cov,0.130653381,0.130653381,,halimeda_31,17.1888,17.15164185,17.02098846,17.02098846,,halimeda_31_grey,0.528907776,0.528907776,0.398254395,0.398254395,,halimeda_31_cov,0.8156,0.717449188,0.586795807,0.586795807,,halimeda_31_grey,18.8976,18.17550659,-18.04485321,18.04485321
halimeda_33_gt,51.08385086,51.08385086,,halimeda_31_SS,68.392,67.8689003,16.78504944,16.78504944,,halimeda_33_grey,44.82603073,44.82603073,-6.25782013,6.25782013,,halimeda_33_cov,48.2464,47.45187759,-3.631973266,3.631973266,,halimeda_33_grey,47.2784,46.74053192,4.343318939,4.343318939
halimeda_3_cov,9.522914886,9.522914886,,halimeda_33,66.936,66.60661697,57.08370209,57.08370209,,halimeda_3_grey,78.83253098,78.83253098,69.30961609,69.30961609,,halimeda_3_cov,73.4624,72.37234116,62.84942627,62.84942627,,halimeda_3_grey,2.8472,2.772331238,6.750583648,6.750583648
halimeda_47_cov,0.81653595,0.81653595,,halimeda_47,10.5096,10.38970947,9.573173523,9.573173523,,halimeda_47_grey,0.971412659,0.971412659,0.154876709,0.154876709,,halimeda_47_cov,1.1048,1.061248779,0.244712829,0.244712829,,halimeda_47_grey,1.0948,1.058292389,-0.241756439,0.241756439
halimeda_50_cov,0.949287415,0.949287415,,halimeda_50,6.4052,6.259918213,5.310630798,5.310630798,,halimeda_50_grey,1.497459412,1.497459412,0.548171997,0.548171997,,halimeda_50_cov,2.006,1.88741684,0.938129425,0.938129425,,halimeda_50_grey,1.7144,1.644134521,-0.694847106,0.694847106
halimeda_52_cov,2.508163452,2.508163452,,halimeda_52,13.0288,12.86563873,10.35747528,10.35747528,,halimeda_52_grey,3.738594055,3.738594055,1.230430603,1.230430603,,halimeda_52_cov,3.9192,3.729057312,1.22089386,1.22089386,,halimeda_52_grey,3.8232,3.723812103,-1.215648651,1.215648651
halimeda_61_cov,0.230789185,0.230789185,,halimeda_61,3.2592,3.036212921,2.805423736,2.805423736,,halimeda_61_grey,25.21791458,25.21791458,24.9871254,24.9871254,,halimeda_61_cov,21.4784,20.78437805,20.55358887,20.55358887,,halimeda_61_grey,15.1872,14.95265961,-14.72187042,14.72187042
halimeda_71_cov,1.67131424,1.67131424,,halimeda_71,4.5204,4.249000549,2.577686309,2.577686309,,halimeda_71_grey,31.50777817,31.50777817,29.83646393,29.83646393,,halimeda_71_cov,21.8176,20.25127411,18.57995987,18.57995987,,halimeda_71_grey,1.9264,1.819229126,-0.147914886,0.147914886
halimeda_81_cov,9.714508057,9.714508057,,halimeda_8,0,0,-9.714508057,9.714508057,,halimeda_81_grey,13.49058151,13.49058151,3.776073453,3.776073453,,halimeda_81_cov,14.254,13.74902725,4.034519195,4.034519195,,halimeda_81_grey,12.7644,12.47091293,-2.756404876,2.756404876
halimeda_87_cov,5.821037292,5.821037292,,halimeda_81,27.5984,27.26202011,21.44098282,21.44098282,,halimeda_87_grey,12.82777786,12.82777786,7.006740568,7.006740568,,halimeda_87_cov,13.4724,12.8663063,7.045269013,7.045269013,,halimeda_87_grey,14.8848,14.49222565,-8.671188355,8.671188355
halimeda_88_cov,5.631732941,5.631732941,,halimeda_87,22.9448,22.45979309,16.82806015,16.82806015,,halimeda_88_grey,7.702255249,7.702255249,2.070522308,2.070522308,,halimeda_88_cov,10.7416,10.22720337,4.595470428,4.595470428,,halimeda_88_grey,9.1836,8.880710602,-3.248977661,3.248977661
halimeda_8_cov,0,0,,halimeda_88,28.892,28.42235565,28.42235565,28.42235565,,halimeda_8_grey,0.570964813,0.570964813,0.570964813,0.570964813,,halimeda_8_cov,0.2328,0.19197464,0.19197464,0.19197464,,halimeda_8_grey,0,0,0,0
halimeda_92_cov,14.06488419,14.06488419,,halimeda_9,0,0,-14.06488419,14.06488419,,halimeda_92_grey,33.38918686,33.38918686,19.32430267,19.32430267,,halimeda_92_cov,32.4564,31.29281998,17.22793579,17.22793579,,halimeda_92_grey,34.6548,33.87355804,-19.80867385,19.80867385
halimeda_9_cov,0,0,,halimeda_92,39.1852,38.8666153,38.8666153,38.8666153,,halimeda_9_grey,0,0,0,0,,halimeda_9_cov,0,0,0,0,,halimeda_9_grey,0,0,0,0
rsz_PA210097_gt,55.76496124,55.76496124,,rsz_PA210097,58.972,57.92341232,2.158451083,2.158451083,,rsz_PA210097_grey,62.32976913,62.32976913,6.56480789,6.56480789,,rsz_PA210097_cov,59.792,58.55455399,2.789592746,2.789592746,,rsz_PA210097_grey,63.122,62.3468399,-6.581878665,6.581878665
,,,,,,,-1.515214246,19.85095533,,,,,7.399201214,9.973105094,,,,,4.486903571,8.847584402,,,,,-2.295978804,5.989679896
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,OD,SS,W_merge,AUC,,,,,,,,,,,,,,,,,
,,,,,,28.06908744,9.973105094,,5.989679896,,,,,,,,,,,,,,,,,
